79|26
75|21
75|86
74|69
74|86
74|75
35|62
35|74
35|47
35|57
86|28
86|95
86|53
86|99
86|46
28|12
28|25
28|65
28|83
28|79
28|43
15|52
15|18
15|33
15|67
15|88
15|57
15|26
95|72
95|97
95|12
95|15
95|74
95|85
95|82
95|73
26|38
26|77
26|47
26|53
26|97
26|43
26|21
26|46
26|95
73|12
73|52
73|74
73|86
73|15
73|57
73|56
73|68
73|89
73|88
83|98
83|48
83|67
83|57
83|33
83|44
83|41
83|34
83|58
83|15
83|53
37|41
37|39
37|18
37|88
37|58
37|99
37|69
37|56
37|36
37|21
37|53
37|89
54|56
54|88
54|98
54|64
54|12
54|34
54|86
54|65
54|67
54|33
54|57
54|68
54|52
43|68
43|75
43|98
43|83
43|33
43|88
43|62
43|73
43|37
43|65
43|56
43|94
43|67
43|57
44|98
44|48
44|56
44|15
44|52
44|12
44|34
44|41
44|67
44|68
44|37
44|88
44|18
44|89
44|57
98|69
98|53
98|33
98|41
98|36
98|25
98|95
98|37
98|99
98|77
98|56
98|86
98|21
98|57
98|89
98|26
58|46
58|36
58|72
58|25
58|77
58|89
58|21
58|97
58|47
58|85
58|62
58|95
58|38
58|69
58|82
58|48
58|54
12|15
12|74
12|37
12|52
12|53
12|56
12|33
12|77
12|48
12|89
12|68
12|57
12|18
12|98
12|75
12|34
12|86
12|69
65|15
65|67
65|73
65|79
65|64
65|33
65|52
65|34
65|74
65|98
65|12
65|86
65|75
65|88
65|94
65|68
65|58
65|41
65|57
62|41
62|44
62|98
62|79
62|64
62|75
62|12
62|37
62|65
62|56
62|33
62|15
62|34
62|74
62|88
62|68
62|18
62|57
62|54
62|73
46|12
46|73
46|44
46|47
46|57
46|68
46|82
46|62
46|79
46|38
46|35
46|34
46|67
46|83
46|64
46|54
46|98
46|74
46|94
46|65
46|43
56|85
56|25
56|46
56|72
56|36
56|99
56|75
56|28
56|86
56|82
56|88
56|48
56|77
56|97
56|21
56|26
56|95
56|41
56|89
56|39
56|52
56|69
89|82
89|28
89|26
89|21
89|38
89|69
89|43
89|36
89|25
89|62
89|53
89|95
89|54
89|48
89|47
89|46
89|65
89|35
89|77
89|99
89|97
89|39
89|72
33|41
33|28
33|58
33|21
33|53
33|48
33|97
33|89
33|88
33|77
33|57
33|26
33|86
33|69
33|36
33|56
33|25
33|72
33|75
33|95
33|52
33|37
33|99
33|18
41|86
41|47
41|46
41|25
41|36
41|69
41|72
41|97
41|21
41|26
41|53
41|43
41|28
41|85
41|95
41|48
41|77
41|58
41|38
41|39
41|82
41|35
41|99
41|89
97|74
97|94
97|79
97|64
97|65
97|46
97|34
97|15
97|68
97|54
97|12
97|43
97|82
97|98
97|47
97|39
97|62
97|85
97|38
97|35
97|44
97|67
97|83
97|73
47|98
47|43
47|68
47|54
47|65
47|67
47|64
47|44
47|62
47|57
47|73
47|34
47|18
47|37
47|75
47|56
47|33
47|83
47|94
47|88
47|12
47|79
47|15
47|74
68|72
68|75
68|77
68|88
68|57
68|37
68|18
68|58
68|56
68|41
68|53
68|26
68|86
68|21
68|69
68|89
68|25
68|33
68|36
68|28
68|99
68|52
68|48
68|95
34|95
34|26
34|99
34|69
34|52
34|21
34|68
34|41
34|75
34|57
34|77
34|28
34|25
34|37
34|56
34|48
34|58
34|18
34|89
34|98
34|88
34|33
34|86
34|53
99|64
99|62
99|12
99|73
99|94
99|46
99|54
99|47
99|79
99|35
99|95
99|38
99|43
99|44
99|65
99|97
99|72
99|36
99|83
99|85
99|39
99|25
99|82
99|15
67|52
67|28
67|68
67|33
67|34
67|53
67|37
67|57
67|74
67|21
67|26
67|99
67|69
67|58
67|89
67|86
67|98
67|48
67|18
67|56
67|41
67|75
67|88
67|77
18|88
18|75
18|89
18|25
18|86
18|46
18|77
18|52
18|26
18|97
18|56
18|99
18|28
18|21
18|41
18|39
18|69
18|85
18|48
18|36
18|72
18|53
18|58
18|95
69|85
69|36
69|77
69|94
69|38
69|53
69|48
69|54
69|97
69|64
69|25
69|82
69|62
69|35
69|47
69|43
69|65
69|39
69|46
69|95
69|28
69|99
69|21
69|72
64|83
64|74
64|75
64|94
64|34
64|52
64|58
64|89
64|12
64|79
64|57
64|37
64|18
64|67
64|41
64|86
64|44
64|68
64|73
64|15
64|98
64|56
64|88
64|33
53|35
53|95
53|94
53|79
53|54
53|36
53|46
53|97
53|73
53|85
53|21
53|38
53|82
53|25
53|43
53|64
53|99
53|77
53|72
53|47
53|62
53|28
53|39
53|65
25|44
25|72
25|79
25|64
25|47
25|38
25|97
25|36
25|73
25|12
25|95
25|62
25|15
25|85
25|67
25|83
25|46
25|39
25|43
25|35
25|65
25|54
25|82
25|94
36|65
36|39
36|97
36|83
36|38
36|64
36|46
36|79
36|44
36|73
36|74
36|15
36|67
36|35
36|85
36|54
36|62
36|34
36|47
36|72
36|12
36|43
36|82
36|94
72|54
72|79
72|62
72|85
72|39
72|44
72|94
72|46
